2018-04-24,$279
2018-04-25,$211
2018-04-26,$99
2018-04-27,unavailable
2018-04-28,unavailable
2018-04-29,$99
2018-04-30,$99
2018-05-01,$148
2018-05-02,$124
2018-05-03,$99
2018-05-04,$148
2018-05-05,$228
2018-05-06,$96
2018-05-07,$148
2018-05-08,$199
2018-05-09,$148
2018-05-10,$148
2018-05-11,$199
2018-05-12,$228
2018-05-13,$88
2018-05-14,$88
2018-05-15,$119
2018-05-16,$119
2018-05-17,$119
2018-05-18,$359
2018-05-19,$399
2018-05-20,unavailable
2018-05-21,$199
2018-05-22,$139
2018-05-23,$88
2018-05-24,$88
2018-05-25,$159
2018-05-26,$379
2018-05-27,$168
2018-05-28,$88
2018-05-29,$88
2018-05-30,$88
2018-05-31,$88
2018-06-01,$159
2018-06-02,$219
2018-06-03,$199
2018-06-04,$184
2018-06-05,$184
2018-06-06,$93
2018-06-07,$93
2018-06-08,$188
2018-06-09,$208
2018-06-10,$127
2018-06-11,$199
2018-06-12,$199
2018-06-13,$199
2018-06-14,$115
2018-06-15,$159
2018-06-16,$159
2018-06-17,$102
2018-06-18,$115
2018-06-19,$115
2018-06-20,$115
2018-06-21,$93
2018-06-22,$179
2018-06-23,$228
2018-06-24,$114
2018-06-25,$114
2018-06-26,$105
2018-06-27,$88
2018-06-28,$88
2018-06-29,$228
2018-06-30,$248
2018-07-01,$119
2018-07-02,$119
2018-07-03,$88
2018-07-04,$105
2018-07-05,$88
2018-07-06,$199
2018-07-07,$199
2018-07-08,$96
2018-07-09,$96
2018-07-10,$96
2018-07-11,$96
2018-07-12,$96
2018-07-13,$159
2018-07-14,$248
2018-07-15,$256
2018-07-16,$386
2018-07-17,unavailable
2018-07-18,unavailable
2018-07-19,$176
2018-07-20,$207
2018-07-21,$141
2018-07-22,$88
2018-07-23,$88
2018-07-24,$88
2018-07-25,$105
2018-07-26,$105
2018-07-27,$248
2018-07-28,$299
2018-07-29,$128
2018-07-30,$99
2018-07-31,$99
2018-08-01,$79
2018-08-02,$79
2018-08-03,$159
2018-08-04,$159
2018-08-05,$95
2018-08-06,$127
2018-08-07,$176
2018-08-08,$194
2018-08-09,$114
2018-08-10,$159
2018-08-11,$176
2018-08-12,$105
2018-08-13,$99
2018-08-14,$99
2018-08-15,$79
2018-08-16,$79
2018-08-17,$132
2018-08-18,$150
2018-08-19,$176
2018-08-20,$168
2018-08-21,$168
2018-08-22,$168
2018-08-23,$79
2018-08-24,$119
2018-08-25,$176
2018-08-26,$194
2018-08-27,$159
2018-08-28,$159
2018-08-29,$159
2018-08-30,$105
2018-08-31,$139
2018-09-01,$259
2018-09-02,$114
2018-09-03,$88
2018-09-04,$88
2018-09-05,$88
2018-09-06,$88
2018-09-07,$176
2018-09-08,$183
2018-09-09,$95
2018-09-10,$96
2018-09-11,$215
2018-09-12,$215
2018-09-13,$215
2018-09-14,$212
2018-09-15,$248
2018-09-16,$102
2018-09-17,$93
2018-09-18,$93
2018-09-19,$93
2018-09-20,$133
2018-09-21,$159
2018-09-22,$159
2018-09-23,$103
2018-09-24,$159
2018-09-25,$159
2018-09-26,$159
2018-09-27,$105
2018-09-28,$151
2018-09-29,$151
2018-09-30,$105
2018-10-01,$127
2018-10-02,$127
2018-10-03,$127
2018-10-04,$127
2018-10-05,$159
2018-10-06,$191
2018-10-07,$127
2018-10-08,$127
2018-10-09,$127
2018-10-10,$127
2018-10-11,$96
2018-10-12,$159
2018-10-13,$176
2018-10-14,$127
2018-10-15,$127
2018-10-16,$127
2018-10-17,$127
2018-10-18,$87
2018-10-19,$176
2018-10-20,$176
2018-10-21,$105
2018-10-22,$105
2018-10-23,$105
2018-10-24,$114
2018-10-25,$114
2018-10-26,$159
2018-10-27,$176
2018-10-28,$105
2018-10-29,$105
2018-10-30,$176
2018-10-31,$299
2018-11-01,$299
2018-11-02,$248
2018-11-03,$248
2018-11-04,$88
2018-11-05,$95
2018-11-06,$95
2018-11-07,$95
2018-11-08,$88
2018-11-09,$146
2018-11-10,$194
2018-11-11,$88
2018-11-12,$88
2018-11-13,$111
2018-11-14,$135
2018-11-15,$135
2018-11-16,$119
2018-11-17,$119
2018-11-18,$88
2018-11-19,$88
2018-11-20,$88
2018-11-21,$88
2018-11-22,$88
2018-11-23,$127
2018-11-24,$87
2018-11-25,$103
2018-11-26,$159
2018-11-27,$265
2018-11-28,$265
2018-11-29,$203
2018-11-30,$141
2018-12-01,$132
2018-12-02,$88
2018-12-03,$88
2018-12-04,$88
2018-12-05,$88
2018-12-06,$88
2018-12-07,$128
2018-12-08,$141
2018-12-09,$96
2018-12-10,$96
2018-12-11,$96
2018-12-12,$96
2018-12-13,$96
2018-12-14,$95
2018-12-15,$95
2018-12-16,$88
2018-12-17,$88
2018-12-18,$88
2018-12-19,$88
2018-12-20,$88
2018-12-21,$99
2018-12-22,$99
2018-12-23,$79
2018-12-24,$79
2018-12-25,$79
2018-12-26,$79
2018-12-27,$79
2018-12-28,$100
2018-12-29,$179
2018-12-30,$179
2018-12-31,$399
2019-01-01,$103
2019-01-02,$88
2019-01-03,$88
2019-01-04,$99
2019-01-05,$99
2019-01-06,$88
2019-01-07,$359
2019-01-08,$728
2019-01-09,$699
2019-01-10,$328
2019-01-11,$111
2019-01-12,$99
2019-01-13,$119
2019-01-14,$119
2019-01-15,$119
2019-01-16,$119
2019-01-17,$119
2019-01-18,$119
2019-01-19,$119
2019-01-20,$87
2019-01-21,$96
2019-01-22,$221
2019-01-23,$221
2019-01-24,$176
2019-01-25,$119
2019-01-26,$119
2019-01-27,$119
2019-01-28,$259
2019-01-29,unavailable
2019-01-30,$259
2019-01-31,$143
2019-02-01,$111
2019-02-02,$176
2019-02-03,$79
2019-02-04,$111
2019-02-05,$203
2019-02-06,$203
2019-02-07,$159
2019-02-08,$127
2019-02-09,$127
2019-02-10,$87
2019-02-11,$87
2019-02-12,$87
2019-02-13,$87
2019-02-14,$87
2019-02-15,$127
2019-02-16,$159
2019-02-17,$95
2019-02-18,$143
2019-02-19,$265
2019-02-20,$265
2019-02-21,$143
2019-02-22,$127
2019-02-23,$135
2019-02-24,$208
2019-02-25,$208
2019-02-26,$208
2019-02-27,$208
2019-02-28,$188
2019-03-01,$127
2019-03-02,$159
2019-03-03,$79
2019-03-04,$168
2019-03-05,$239
2019-03-06,$239
2019-03-07,$239
2019-03-08,$127
2019-03-09,$159
2019-03-10,$79
2019-03-11,$127
2019-03-12,$127
2019-03-13,$127
2019-03-14,$79
2019-03-15,$159
2019-03-16,$159
2019-03-17,$185
2019-03-18,$185
2019-03-19,$239
2019-03-20,$223
2019-03-21,$180
2019-03-22,$151
2019-03-23,$175
2019-03-24,$79
2019-03-25,$103
2019-03-26,$103
2019-03-27,$103
2019-03-28,$79
2019-03-29,$151
2019-03-30,$151
2019-03-31,$79
2019-04-01,$96
2019-04-02,$96
2019-04-03,$96
2019-04-04,$96
2019-04-05,$141
2019-04-06,$230
2019-04-07,$230
2019-04-08,$176
2019-04-09,$176
2019-04-10,$141
2019-04-11,$96
2019-04-12,$141
2019-04-13,$141
2019-04-14,$96
2019-04-15,$114
2019-04-16,$114
2019-04-17,$114
2019-04-18,$96
2019-04-19,$123
2019-04-20,$123
2019-04-21,$88
2019-04-22,$88
2019-04-23,$88
2019-04-24,$96
2019-04-25,unavailable
2019-04-26,unavailable
2019-04-27,unavailable
2019-04-28,unavailable
2019-04-29,unavailable
2019-04-30,unavailable
